irradiation date,cell line,radiation type,sample_id,dose,position,image_nr,nuclei,micronuclei
05MAY2022,MOC2,proton,2,7.84,5,4,1,0
05MAY2022,MOC2,proton,2,7.84,5,4,2,0
05MAY2022,MOC2,proton,2,7.84,5,4,1,3
05MAY2022,MOC2,proton,2,7.84,5,4,1,0
05MAY2022,MOC2,proton,2,7.84,5,4,0,4
05MAY2022,MOC2,proton,2,7.84,5,4,5,3
05MAY2022,MOC2,proton,2,7.84,5,4,1,0
05MAY2022,MOC2,proton,2,7.84,5,4,2,0
05MAY2022,MOC2,proton,2,7.84,5,10,4,1
05MAY2022,MOC2,proton,2,7.84,5,10,2,1
05MAY2022,MOC2,proton,2,7.84,5,10,2,2
05MAY2022,MOC2,proton,2,7.84,5,10,1,2
05MAY2022,MOC2,proton,2,7.84,5,10,2,3
05MAY2022,MOC2,proton,2,7.84,5,10,1,0
05MAY2022,MOC2,proton,2,7.84,5,8,1,0
05MAY2022,MOC2,proton,2,7.84,5,8,1,4
05MAY2022,MOC2,proton,2,7.84,5,8,3,1
05MAY2022,MOC2,proton,2,7.84,5,8,2,0
05MAY2022,MOC2,proton,2,7.84,5,8,1,0
05MAY2022,MOC2,proton,2,7.84,5,8,1,1
05MAY2022,MOC2,proton,2,7.84,5,8,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,0,2
05MAY2022,MOC2,proton,2,7.84,5,9,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,1,1
05MAY2022,MOC2,proton,2,7.84,5,9,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,2,0
05MAY2022,MOC2,proton,2,7.84,5,9,2,0
05MAY2022,MOC2,proton,2,7.84,5,9,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,2,2
05MAY2022,MOC2,proton,2,7.84,5,9,2,2
05MAY2022,MOC2,proton,2,7.84,5,9,1,3
05MAY2022,MOC2,proton,2,7.84,5,9,2,2
05MAY2022,MOC2,proton,2,7.84,5,9,1,0
05MAY2022,MOC2,proton,2,7.84,5,9,2,2
05MAY2022,MOC2,proton,2,7.84,5,2,1,0
05MAY2022,MOC2,proton,2,7.84,5,2,0,0
05MAY2022,MOC2,proton,2,7.84,5,2,1,0
05MAY2022,MOC2,proton,2,7.84,5,2,0,0
05MAY2022,MOC2,proton,2,7.84,5,2,1,0
05MAY2022,MOC2,proton,2,7.84,5,3,2,3
05MAY2022,MOC2,proton,2,7.84,5,3,1,1
05MAY2022,MOC2,proton,2,7.84,5,3,1,2
05MAY2022,MOC2,proton,2,7.84,5,3,1,0
05MAY2022,MOC2,proton,2,7.84,5,3,1,6
05MAY2022,MOC2,proton,2,7.84,5,3,2,0
05MAY2022,MOC2,proton,2,7.84,5,3,1,0
05MAY2022,MOC2,proton,2,7.84,5,6,2,0
05MAY2022,MOC2,proton,2,7.84,5,6,2,0
05MAY2022,MOC2,proton,2,7.84,5,6,2,3
05MAY2022,MOC2,proton,2,7.84,5,6,3,1
05MAY2022,MOC2,proton,2,7.84,5,6,2,0
05MAY2022,MOC2,proton,2,7.84,5,7,0,2
05MAY2022,MOC2,proton,2,7.84,5,7,1,0
